Training Progress: 	Epoch 1 [0/8883 (0.00%)]		Loss: 1.65029
Training Progress: 	Epoch 52 [2880/8883 (32.37%)]		Loss: 0.68926
Training Progress: 	Epoch 52 [3200/8883 (35.97%)]		Loss: 0.79908
Training Progress: 	Epoch 52 [3520/8883 (39.57%)]		Loss: 0.67362
Training Progress: 	Epoch 52 [3840/8883 (43.17%)]		Loss: 0.78768
Training Progress: 	Epoch 52 [4160/8883 (46.76%)]		Loss: 0.48015
Training Progress: 	Epoch 52 [4480/8883 (50.36%)]		Loss: 0.36201
Training Progress: 	Epoch 52 [4800/8883 (53.96%)]		Loss: 0.46124
Training Progress: 	Epoch 52 [5120/8883 (57.55%)]		Loss: 0.84804
Training Progress: 	Epoch 52 [5440/8883 (61.15%)]		Loss: 0.67846
Training Progress: 	Epoch 52 [5760/8883 (64.75%)]		Loss: 0.71290
Training Progress: 	Epoch 52 [6080/8883 (68.35%)]		Loss: 0.51403
Training Progress: 	Epoch 52 [6400/8883 (71.94%)]		Loss: 0.56369
Training Progress: 	Epoch 52 [6720/8883 (75.54%)]		Loss: 0.72030
Training Progress: 	Epoch 52 [7040/8883 (79.14%)]		Loss: 0.80082
Training Progress: 	Epoch 52 [7360/8883 (82.73%)]		Loss: 0.61153
Training Progress: 	Epoch 52 [7680/8883 (86.33%)]		Loss: 0.51691
Training Progress: 	Epoch 52 [8000/8883 (89.93%)]		Loss: 0.46083
Training Progress: 	Epoch 52 [8320/8883 (93.53%)]		Loss: 0.73924
Training Progress: 	Epoch 52 [8640/8883 (97.12%)]		Loss: 0.61484
	Train loss: 0.01616, Accuracy: 6687/8883 (75.00%)
	Validation loss: 0.00032, Accuracy: 1361/1692 (80.00%)
	Test loss: 0.00152, Accuracy: 513/1772 (28.00%)

Training Progress: 	Epoch 53 [0/8883 (0.00%)]		Loss: 0.48420
Training Progress: 	Epoch 53 [320/8883 (3.60%)]		Loss: 0.62459
Training Progress: 	Epoch 53 [640/8883 (7.19%)]		Loss: 0.70641
Training Progress: 	Epoch 53 [960/8883 (10.79%)]		Loss: 0.57276
Training Progress: 	Epoch 53 [1280/8883 (14.39%)]		Loss: 0.74107
Training Progress: 	Epoch 53 [1600/8883 (17.99%)]		Loss: 0.49605
Training Progress: 	Epoch 53 [1920/8883 (21.58%)]		Loss: 0.46553
Training Progress: 	Epoch 53 [2240/8883 (25.18%)]		Loss: 0.79267
Training Progress: 	Epoch 53 [2560/8883 (28.78%)]		Loss: 0.93690
Training Progress: 	Epoch 53 [2880/8883 (32.37%)]		Loss: 0.79138
Training Progress: 	Epoch 53 [3200/8883 (35.97%)]		Loss: 0.57388
Training Progress: 	Epoch 53 [3520/8883 (39.57%)]		Loss: 0.73013
Training Progress: 	Epoch 53 [3840/8883 (43.17%)]		Loss: 0.96703
Training Progress: 	Epoch 53 [4160/8883 (46.76%)]		Loss: 0.45985
Training Progress: 	Epoch 53 [4480/8883 (50.36%)]		Loss: 0.36038
Training Progress: 	Epoch 53 [4800/8883 (53.96%)]		Loss: 0.49359
Training Progress: 	Epoch 53 [5120/8883 (57.55%)]		Loss: 0.71112
Training Progress: 	Epoch 53 [5440/8883 (61.15%)]		Loss: 0.67395
Training Progress: 	Epoch 53 [5760/8883 (64.75%)]		Loss: 0.58408
Training Progress: 	Epoch 53 [6080/8883 (68.35%)]		Loss: 0.38427
Training Progress: 	Epoch 53 [6400/8883 (71.94%)]		Loss: 0.55464
Training Progress: 	Epoch 53 [6720/8883 (75.54%)]		Loss: 0.80052
Training Progress: 	Epoch 53 [7040/8883 (79.14%)]		Loss: 0.69117
Training Progress: 	Epoch 53 [7360/8883 (82.73%)]		Loss: 0.54374
Training Progress: 	Epoch 53 [7680/8883 (86.33%)]		Loss: 0.50127
Training Progress: 	Epoch 53 [8000/8883 (89.93%)]		Loss: 0.44851
Training Progress: 	Epoch 53 [8320/8883 (93.53%)]		Loss: 0.83463
Training Progress: 	Epoch 53 [8640/8883 (97.12%)]		Loss: 0.63317
	Train loss: 0.01477, Accuracy: 6882/8883 (77.00%)
	Validation loss: 0.00027, Accuracy: 1414/1692 (83.00%)
	Test loss: 0.00153, Accuracy: 516/1772 (29.00%)

Training Progress: 	Epoch 54 [0/8883 (0.00%)]		Loss: 0.56191
Training Progress: 	Epoch 54 [320/8883 (3.60%)]		Loss: 0.60081
Training Progress: 	Epoch 54 [640/8883 (7.19%)]		Loss: 0.62269
Training Progress: 	Epoch 54 [960/8883 (10.79%)]		Loss: 0.54607
Training Progress: 	Epoch 54 [1280/8883 (14.39%)]		Loss: 0.62510
Training Progress: 	Epoch 54 [1600/8883 (17.99%)]		Loss: 0.57723
Training Progress: 	Epoch 54 [1920/8883 (21.58%)]		Loss: 0.56949
Training Progress: 	Epoch 54 [2240/8883 (25.18%)]		Loss: 0.71434
Training Progress: 	Epoch 54 [2560/8883 (28.78%)]		Loss: 0.75758
Training Progress: 	Epoch 54 [2880/8883 (32.37%)]		Loss: 0.67037
Training Progress: 	Epoch 54 [3200/8883 (35.97%)]		Loss: 0.56252
Training Progress: 	Epoch 54 [3520/8883 (39.57%)]		Loss: 0.65069
Training Progress: 	Epoch 54 [3840/8883 (43.17%)]		Loss: 0.88185
Training Progress: 	Epoch 54 [4160/8883 (46.76%)]		Loss: 0.41566
Training Progress: 	Epoch 54 [4480/8883 (50.36%)]		Loss: 0.62118
Training Progress: 	Epoch 54 [4800/8883 (53.96%)]		Loss: 0.44800
Training Progress: 	Epoch 54 [5120/8883 (57.55%)]		Loss: 0.73772
Training Progress: 	Epoch 54 [5440/8883 (61.15%)]		Loss: 0.75036
Training Progress: 	Epoch 54 [5760/8883 (64.75%)]		Loss: 0.64394
Training Progress: 	Epoch 54 [6080/8883 (68.35%)]		Loss: 0.31356
Training Progress: 	Epoch 54 [6400/8883 (71.94%)]		Loss: 0.69852
Training Progress: 	Epoch 54 [6720/8883 (75.54%)]		Loss: 0.78287
Training Progress: 	Epoch 54 [7040/8883 (79.14%)]		Loss: 0.69916
Training Progress: 	Epoch 54 [7360/8883 (82.73%)]		Loss: 0.68336
Training Progress: 	Epoch 54 [7680/8883 (86.33%)]		Loss: 0.59784
Training Progress: 	Epoch 54 [8000/8883 (89.93%)]		Loss: 0.42620
Training Progress: 	Epoch 54 [8320/8883 (93.53%)]		Loss: 0.65948
Training Progress: 	Epoch 54 [8640/8883 (97.12%)]		Loss: 0.65172
	Train loss: 0.01507, Accuracy: 6832/8883 (76.00%)
	Validation loss: 0.00029, Accuracy: 1394/1692 (82.00%)
	Test loss: 0.00151, Accuracy: 532/1772 (30.00%)

Training Progress: 	Epoch 55 [0/8883 (0.00%)]		Loss: 0.67839
Training Progress: 	Epoch 55 [320/8883 (3.60%)]		Loss: 0.70701
Training Progress: 	Epoch 55 [640/8883 (7.19%)]		Loss: 0.61267
Training Progress: 	Epoch 55 [960/8883 (10.79%)]		Loss: 0.78174
Training Progress: 	Epoch 55 [1280/8883 (14.39%)]		Loss: 0.54942
Training Progress: 	Epoch 55 [1600/8883 (17.99%)]		Loss: 0.43896
Training Progress: 	Epoch 55 [1920/8883 (21.58%)]		Loss: 0.53842
Training Progress: 	Epoch 55 [2240/8883 (25.18%)]		Loss: 0.60801
Training Progress: 	Epoch 55 [2560/8883 (28.78%)]		Loss: 0.76035
Training Progress: 	Epoch 55 [2880/8883 (32.37%)]		Loss: 0.88394
Training Progress: 	Epoch 55 [3200/8883 (35.97%)]		Loss: 0.48184
Training Progress: 	Epoch 55 [3520/8883 (39.57%)]		Loss: 0.84213
Training Progress: 	Epoch 55 [3840/8883 (43.17%)]		Loss: 0.72502
Training Progress: 	Epoch 55 [4160/8883 (46.76%)]		Loss: 0.50042
Training Progress: 	Epoch 55 [4480/8883 (50.36%)]		Loss: 0.57833
Training Progress: 	Epoch 55 [4800/8883 (53.96%)]		Loss: 0.45745
Training Progress: 	Epoch 55 [5120/8883 (57.55%)]		Loss: 0.69192
Training Progress: 	Epoch 55 [5440/8883 (61.15%)]		Loss: 0.57472
Training Progress: 	Epoch 55 [5760/8883 (64.75%)]		Loss: 0.48914
Training Progress: 	Epoch 55 [6080/8883 (68.35%)]		Loss: 0.45776
Training Progress: 	Epoch 55 [6400/8883 (71.94%)]		Loss: 0.75358
Training Progress: 	Epoch 55 [6720/8883 (75.54%)]		Loss: 0.73701
Training Progress: 	Epoch 55 [7040/8883 (79.14%)]		Loss: 0.76071
Training Progress: 	Epoch 55 [7360/8883 (82.73%)]		Loss: 0.62727
Training Progress: 	Epoch 55 [7680/8883 (86.33%)]		Loss: 0.56881
Training Progress: 	Epoch 55 [8000/8883 (89.93%)]		Loss: 0.54937
Training Progress: 	Epoch 55 [8320/8883 (93.53%)]		Loss: 0.86741
Training Progress: 	Epoch 55 [8640/8883 (97.12%)]		Loss: 0.60810
	Train loss: 0.01510, Accuracy: 6845/8883 (77.00%)
	Validation loss: 0.00030, Accuracy: 1373/1692 (81.00%)
	Test loss: 0.00154, Accuracy: 538/1772 (30.00%)

Training Progress: 	Epoch 56 [0/8883 (0.00%)]		Loss: 0.45029
Training Progress: 	Epoch 56 [320/8883 (3.60%)]		Loss: 0.60562
Training Progress: 	Epoch 56 [640/8883 (7.19%)]		Loss: 0.60350
Training Progress: 	Epoch 56 [960/8883 (10.79%)]		Loss: 0.57532
Training Progress: 	Epoch 56 [1280/8883 (14.39%)]		Loss: 0.48903
Training Progress: 	Epoch 56 [1600/8883 (17.99%)]		Loss: 0.58947
Training Progress: 	Epoch 56 [1920/8883 (21.58%)]		Loss: 0.48879
Training Progress: 	Epoch 56 [2240/8883 (25.18%)]		Loss: 0.73735
Training Progress: 	Epoch 56 [2560/8883 (28.78%)]		Loss: 0.90109
Training Progress: 	Epoch 56 [2880/8883 (32.37%)]		Loss: 0.51286
Training Progress: 	Epoch 56 [3200/8883 (35.97%)]		Loss: 0.70629
Training Progress: 	Epoch 56 [3520/8883 (39.57%)]		Loss: 0.66594
Training Progress: 	Epoch 56 [3840/8883 (43.17%)]		Loss: 0.57627
Training Progress: 	Epoch 56 [4160/8883 (46.76%)]		Loss: 0.46376
Training Progress: 	Epoch 56 [4480/8883 (50.36%)]		Loss: 0.36236
Training Progress: 	Epoch 56 [4800/8883 (53.96%)]		Loss: 0.50159
Training Progress: 	Epoch 56 [5120/8883 (57.55%)]		Loss: 0.56536
Training Progress: 	Epoch 56 [5440/8883 (61.15%)]		Loss: 0.48940
Training Progress: 	Epoch 56 [5760/8883 (64.75%)]		Loss: 0.61983
Training Progress: 	Epoch 56 [6080/8883 (68.35%)]		Loss: 0.40866
Training Progress: 	Epoch 56 [6400/8883 (71.94%)]		Loss: 0.52325
Training Progress: 	Epoch 56 [6720/8883 (75.54%)]		Loss: 0.64376
Training Progress: 	Epoch 56 [7040/8883 (79.14%)]		Loss: 0.70761
Training Progress: 	Epoch 56 [7360/8883 (82.73%)]		Loss: 0.56598
Training Progress: 	Epoch 56 [7680/8883 (86.33%)]		Loss: 0.53343
Training Progress: 	Epoch 56 [8000/8883 (89.93%)]		Loss: 0.58648
Training Progress: 	Epoch 56 [8320/8883 (93.53%)]		Loss: 0.57720
Training Progress: 	Epoch 56 [8640/8883 (97.12%)]		Loss: 0.74241
	Train loss: 0.01525, Accuracy: 6830/8883 (76.00%)
	Validation loss: 0.00031, Accuracy: 1367/1692 (80.00%)
	Test loss: 0.00154, Accuracy: 498/1772 (28.00%)

Training Progress: 	Epoch 57 [0/8883 (0.00%)]		Loss: 0.52461
Training Progress: 	Epoch 57 [320/8883 (3.60%)]		Loss: 0.67009
Training Progress: 	Epoch 57 [640/8883 (7.19%)]		Loss: 0.47937
Training Progress: 	Epoch 57 [960/8883 (10.79%)]		Loss: 0.70620
Training Progress: 	Epoch 57 [1280/8883 (14.39%)]		Loss: 0.67151
Training Progress: 	Epoch 57 [1600/8883 (17.99%)]		Loss: 0.67424
Training Progress: 	Epoch 57 [1920/8883 (21.58%)]		Loss: 0.53609
Training Progress: 	Epoch 57 [2240/8883 (25.18%)]		Loss: 0.79559
Training Progress: 	Epoch 57 [2560/8883 (28.78%)]		Loss: 0.74264
Training Progress: 	Epoch 57 [2880/8883 (32.37%)]		Loss: 0.59353
Training Progress: 	Epoch 57 [3200/8883 (35.97%)]		Loss: 0.63070
Training Progress: 	Epoch 57 [3520/8883 (39.57%)]		Loss: 0.77112
Training Progress: 	Epoch 57 [3840/8883 (43.17%)]		Loss: 0.71963
Training Progress: 	Epoch 57 [4160/8883 (46.76%)]		Loss: 0.55833
Training Progress: 	Epoch 57 [4480/8883 (50.36%)]		Loss: 0.42930
Training Progress: 	Epoch 57 [4800/8883 (53.96%)]		Loss: 0.55404
Training Progress: 	Epoch 57 [5120/8883 (57.55%)]		Loss: 0.72117
Training Progress: 	Epoch 57 [5440/8883 (61.15%)]		Loss: 0.81170
Training Progress: 	Epoch 57 [5760/8883 (64.75%)]		Loss: 0.60653
Training Progress: 	Epoch 57 [6080/8883 (68.35%)]		Loss: 0.39584
Training Progress: 	Epoch 57 [6400/8883 (71.94%)]		Loss: 0.66994
Training Progress: 	Epoch 57 [6720/8883 (75.54%)]		Loss: 0.59628
Training Progress: 	Epoch 57 [7040/8883 (79.14%)]		Loss: 0.71860
Training Progress: 	Epoch 57 [7360/8883 (82.73%)]		Loss: 0.65860
Training Progress: 	Epoch 57 [7680/8883 (86.33%)]		Loss: 0.49364
Training Progress: 	Epoch 57 [8000/8883 (89.93%)]		Loss: 0.50264
Training Progress: 	Epoch 57 [8320/8883 (93.53%)]		Loss: 0.56895
Training Progress: 	Epoch 57 [8640/8883 (97.12%)]		Loss: 0.56334
	Train loss: 0.01449, Accuracy: 6898/8883 (77.00%)
	Validation loss: 0.00026, Accuracy: 1438/1692 (84.00%)
	Test loss: 0.00149, Accuracy: 580/1772 (32.00%)

Training Progress: 	Epoch 58 [0/8883 (0.00%)]		Loss: 0.72614
Training Progress: 	Epoch 58 [320/8883 (3.60%)]		Loss: 0.72467
Training Progress: 	Epoch 58 [640/8883 (7.19%)]		Loss: 0.58034
Training Progress: 	Epoch 58 [960/8883 (10.79%)]		Loss: 0.64548
Training Progress: 	Epoch 58 [1280/8883 (14.39%)]		Loss: 0.65423
Training Progress: 	Epoch 58 [1600/8883 (17.99%)]		Loss: 0.47573
Training Progress: 	Epoch 58 [1920/8883 (21.58%)]		Loss: 0.58270
Training Progress: 	Epoch 58 [2240/8883 (25.18%)]		Loss: 0.65027
Training Progress: 	Epoch 58 [2560/8883 (28.78%)]		Loss: 0.71734
Training Progress: 	Epoch 58 [2880/8883 (32.37%)]		Loss: 0.57859
Training Progress: 	Epoch 58 [3200/8883 (35.97%)]		Loss: 0.50321
Training Progress: 	Epoch 58 [3520/8883 (39.57%)]		Loss: 0.64391
Training Progress: 	Epoch 58 [3840/8883 (43.17%)]		Loss: 0.66846
Training Progress: 	Epoch 58 [4160/8883 (46.76%)]		Loss: 0.45312
Training Progress: 	Epoch 58 [4480/8883 (50.36%)]		Loss: 0.45369
Training Progress: 	Epoch 58 [4800/8883 (53.96%)]		Loss: 0.45684
Training Progress: 	Epoch 58 [5120/8883 (57.55%)]		Loss: 0.80597
Training Progress: 	Epoch 58 [5440/8883 (61.15%)]		Loss: 0.56676
Training Progress: 	Epoch 58 [5760/8883 (64.75%)]		Loss: 0.57218
Training Progress: 	Epoch 58 [6080/8883 (68.35%)]		Loss: 0.59048
Training Progress: 	Epoch 58 [6400/8883 (71.94%)]		Loss: 0.47990
Training Progress: 	Epoch 58 [6720/8883 (75.54%)]		Loss: 0.73010
Training Progress: 	Epoch 58 [7040/8883 (79.14%)]		Loss: 0.70299
Training Progress: 	Epoch 58 [7360/8883 (82.73%)]		Loss: 0.78305
Training Progress: 	Epoch 58 [7680/8883 (86.33%)]		Loss: 0.46619
Training Progress: 	Epoch 58 [8000/8883 (89.93%)]		Loss: 0.42102
Training Progress: 	Epoch 58 [8320/8883 (93.53%)]		Loss: 0.67748
Training Progress: 	Epoch 58 [8640/8883 (97.12%)]		Loss: 0.48941
	Train loss: 0.01468, Accuracy: 6891/8883 (77.00%)
	Validation loss: 0.00028, Accuracy: 1402/1692 (82.00%)
	Test loss: 0.00157, Accuracy: 524/1772 (29.00%)

Training Progress: 	Epoch 59 [0/8883 (0.00%)]		Loss: 0.46343
Training Progress: 	Epoch 59 [320/8883 (3.60%)]		Loss: 0.61535
Training Progress: 	Epoch 59 [640/8883 (7.19%)]		Loss: 0.64990
Training Progress: 	Epoch 59 [960/8883 (10.79%)]		Loss: 0.64738
Training Progress: 	Epoch 59 [1280/8883 (14.39%)]		Loss: 0.67243
Training Progress: 	Epoch 59 [1600/8883 (17.99%)]		Loss: 0.71706
Training Progress: 	Epoch 59 [1920/8883 (21.58%)]		Loss: 0.48116
Training Progress: 	Epoch 59 [2240/8883 (25.18%)]		Loss: 0.64861
Training Progress: 	Epoch 59 [2560/8883 (28.78%)]		Loss: 1.07511
Training Progress: 	Epoch 59 [2880/8883 (32.37%)]		Loss: 0.69126
Training Progress: 	Epoch 59 [3200/8883 (35.97%)]		Loss: 0.51625
Training Progress: 	Epoch 59 [3520/8883 (39.57%)]		Loss: 1.04035
Training Progress: 	Epoch 59 [3840/8883 (43.17%)]		Loss: 0.57153
Training Progress: 	Epoch 59 [4160/8883 (46.76%)]		Loss: 0.40866
Training Progress: 	Epoch 59 [4480/8883 (50.36%)]		Loss: 0.43017
Training Progress: 	Epoch 59 [4800/8883 (53.96%)]		Loss: 0.46126
Training Progress: 	Epoch 59 [5120/8883 (57.55%)]		Loss: 0.57454
Training Progress: 	Epoch 59 [5440/8883 (61.15%)]		Loss: 0.45205
Training Progress: 	Epoch 59 [5760/8883 (64.75%)]		Loss: 0.43808
Training Progress: 	Epoch 59 [6080/8883 (68.35%)]		Loss: 0.62644
Training Progress: 	Epoch 59 [6400/8883 (71.94%)]		Loss: 0.49116
Training Progress: 	Epoch 59 [6720/8883 (75.54%)]		Loss: 0.76387
Training Progress: 	Epoch 59 [7040/8883 (79.14%)]		Loss: 0.73331
Training Progress: 	Epoch 59 [7360/8883 (82.73%)]		Loss: 0.51892
Training Progress: 	Epoch 59 [7680/8883 (86.33%)]		Loss: 0.54894
Training Progress: 	Epoch 59 [8000/8883 (89.93%)]		Loss: 0.58265
Training Progress: 	Epoch 59 [8320/8883 (93.53%)]		Loss: 0.72718
Training Progress: 	Epoch 59 [8640/8883 (97.12%)]		Loss: 0.72641
	Train loss: 0.01438, Accuracy: 6855/8883 (77.00%)
	Validation loss: 0.00027, Accuracy: 1434/1692 (84.00%)
	Test loss: 0.00154, Accuracy: 568/1772 (32.00%)

Training Progress: 	Epoch 60 [0/8883 (0.00%)]		Loss: 0.51863
Training Progress: 	Epoch 60 [320/8883 (3.60%)]		Loss: 0.50162
Training Progress: 	Epoch 60 [640/8883 (7.19%)]		Loss: 0.37141
Training Progress: 	Epoch 60 [960/8883 (10.79%)]		Loss: 0.56529
Training Progress: 	Epoch 60 [1280/8883 (14.39%)]		Loss: 0.58521
Training Progress: 	Epoch 60 [1600/8883 (17.99%)]		Loss: 0.67068
Training Progress: 	Epoch 60 [1920/8883 (21.58%)]		Loss: 0.44777
Training Progress: 	Epoch 60 [2240/8883 (25.18%)]		Loss: 0.45233
Training Progress: 	Epoch 60 [2560/8883 (28.78%)]		Loss: 0.54677
Training Progress: 	Epoch 60 [2880/8883 (32.37%)]		Loss: 0.68241
Training Progress: 	Epoch 60 [3200/8883 (35.97%)]		Loss: 0.46149
Training Progress: 	Epoch 60 [3520/8883 (39.57%)]		Loss: 0.70926
Training Progress: 	Epoch 60 [3840/8883 (43.17%)]		Loss: 0.86573
Training Progress: 	Epoch 60 [4160/8883 (46.76%)]		Loss: 0.40297
Training Progress: 	Epoch 60 [4480/8883 (50.36%)]		Loss: 0.33800
Training Progress: 	Epoch 60 [4800/8883 (53.96%)]		Loss: 0.41752
Training Progress: 	Epoch 60 [5120/8883 (57.55%)]		Loss: 0.50494
Training Progress: 	Epoch 60 [5440/8883 (61.15%)]		Loss: 0.74090
Training Progress: 	Epoch 60 [5760/8883 (64.75%)]		Loss: 0.55929
Training Progress: 	Epoch 60 [6080/8883 (68.35%)]		Loss: 0.34767
Training Progress: 	Epoch 60 [6400/8883 (71.94%)]		Loss: 0.55363
Training Progress: 	Epoch 60 [6720/8883 (75.54%)]		Loss: 0.59558
Training Progress: 	Epoch 60 [7040/8883 (79.14%)]		Loss: 0.71629
Training Progress: 	Epoch 60 [7360/8883 (82.73%)]		Loss: 0.49043
Training Progress: 	Epoch 60 [7680/8883 (86.33%)]		Loss: 0.51335
Training Progress: 	Epoch 60 [8000/8883 (89.93%)]		Loss: 0.69429
Training Progress: 	Epoch 60 [8320/8883 (93.53%)]		Loss: 0.69039
Training Progress: 	Epoch 60 [8640/8883 (97.12%)]		Loss: 0.62550
	Train loss: 0.01409, Accuracy: 6954/8883 (78.00%)
	Validation loss: 0.00028, Accuracy: 1428/1692 (84.00%)
	Test loss: 0.00166, Accuracy: 522/1772 (29.00%)

Training Progress: 	Epoch 61 [0/8883 (0.00%)]		Loss: 0.54213
Training Progress: 	Epoch 61 [320/8883 (3.60%)]		Loss: 0.54999
Training Progress: 	Epoch 61 [640/8883 (7.19%)]		Loss: 0.30047
Training Progress: 	Epoch 61 [960/8883 (10.79%)]		Loss: 0.75338
Training Progress: 	Epoch 61 [1280/8883 (14.39%)]		Loss: 0.47513
Training Progress: 	Epoch 61 [1600/8883 (17.99%)]		Loss: 0.43663
Training Progress: 	Epoch 61 [1920/8883 (21.58%)]		Loss: 0.37199
Training Progress: 	Epoch 61 [2240/8883 (25.18%)]		Loss: 0.74401
Training Progress: 	Epoch 61 [2560/8883 (28.78%)]		Loss: 0.75339
Training Progress: 	Epoch 61 [2880/8883 (32.37%)]		Loss: 0.53388
Training Progress: 	Epoch 61 [3200/8883 (35.97%)]		Loss: 0.49065
Training Progress: 	Epoch 61 [3520/8883 (39.57%)]		Loss: 0.73241
Training Progress: 	Epoch 61 [3840/8883 (43.17%)]		Loss: 0.73463
Training Progress: 	Epoch 61 [4160/8883 (46.76%)]		Loss: 0.55331
Training Progress: 	Epoch 61 [4480/8883 (50.36%)]		Loss: 0.37111
Training Progress: 	Epoch 61 [4800/8883 (53.96%)]		Loss: 0.53032
Training Progress: 	Epoch 61 [5120/8883 (57.55%)]		Loss: 0.76634
Training Progress: 	Epoch 61 [5440/8883 (61.15%)]		Loss: 0.59532
Training Progress: 	Epoch 61 [5760/8883 (64.75%)]		Loss: 0.47720
Training Progress: 	Epoch 61 [6080/8883 (68.35%)]		Loss: 0.42769
Training Progress: 	Epoch 61 [6400/8883 (71.94%)]		Loss: 0.48211
Training Progress: 	Epoch 61 [6720/8883 (75.54%)]		Loss: 0.90632
Training Progress: 	Epoch 61 [7040/8883 (79.14%)]		Loss: 0.74285
Training Progress: 	Epoch 61 [7360/8883 (82.73%)]		Loss: 0.59527
Training Progress: 	Epoch 61 [7680/8883 (86.33%)]		Loss: 0.65011
Training Progress: 	Epoch 61 [8000/8883 (89.93%)]		Loss: 0.45622
Training Progress: 	Epoch 61 [8320/8883 (93.53%)]		Loss: 0.66961
Training Progress: 	Epoch 61 [8640/8883 (97.12%)]		Loss: 0.48811
	Train loss: 0.01383, Accuracy: 6959/8883 (78.00%)
	Validation loss: 0.00025, Accuracy: 1442/1692 (85.00%)
	Test loss: 0.00159, Accuracy: 535/1772 (30.00%)

Training Progress: 	Epoch 62 [0/8883 (0.00%)]		Loss: 0.49907
Training Progress: 	Epoch 62 [320/8883 (3.60%)]		Loss: 0.53248
Training Progress: 	Epoch 62 [640/8883 (7.19%)]		Loss: 0.43610
Training Progress: 	Epoch 62 [960/8883 (10.79%)]		Loss: 0.59438
Training Progress: 	Epoch 62 [1280/8883 (14.39%)]		Loss: 0.75884
Training Progress: 	Epoch 62 [1600/8883 (17.99%)]		Loss: 0.67267
Training Progress: 	Epoch 62 [1920/8883 (21.58%)]		Loss: 0.56437
Training Progress: 	Epoch 62 [2240/8883 (25.18%)]		Loss: 0.66091
Training Progress: 	Epoch 62 [2560/8883 (28.78%)]		Loss: 0.87462
Training Progress: 	Epoch 62 [2880/8883 (32.37%)]		Loss: 0.51635
Training Progress: 	Epoch 62 [3200/8883 (35.97%)]		Loss: 0.46029
Training Progress: 	Epoch 62 [3520/8883 (39.57%)]		Loss: 1.00954
Training Progress: 	Epoch 62 [3840/8883 (43.17%)]		Loss: 0.80312
Training Progress: 	Epoch 62 [4160/8883 (46.76%)]		Loss: 0.38381
Training Progress: 	Epoch 62 [4480/8883 (50.36%)]		Loss: 0.39943
Training Progress: 	Epoch 62 [4800/8883 (53.96%)]		Loss: 0.39275
Training Progress: 	Epoch 62 [5120/8883 (57.55%)]		Loss: 0.58827
Training Progress: 	Epoch 62 [5440/8883 (61.15%)]		Loss: 0.48885
Training Progress: 	Epoch 62 [5760/8883 (64.75%)]		Loss: 0.48003
Training Progress: 	Epoch 62 [6080/8883 (68.35%)]		Loss: 0.56079
Training Progress: 	Epoch 62 [6400/8883 (71.94%)]		Loss: 0.58256
Training Progress: 	Epoch 62 [6720/8883 (75.54%)]		Loss: 0.65643
Training Progress: 	Epoch 62 [7040/8883 (79.14%)]		Loss: 0.71168
Training Progress: 	Epoch 62 [7360/8883 (82.73%)]		Loss: 0.62082
Training Progress: 	Epoch 62 [7680/8883 (86.33%)]		Loss: 0.44357
Training Progress: 	Epoch 62 [8000/8883 (89.93%)]		Loss: 0.44637
Training Progress: 	Epoch 62 [8320/8883 (93.53%)]		Loss: 0.80600
Training Progress: 	Epoch 62 [8640/8883 (97.12%)]		Loss: 0.63009
	Train loss: 0.01425, Accuracy: 6930/8883 (78.00%)
	Validation loss: 0.00026, Accuracy: 1433/1692 (84.00%)
	Test loss: 0.00159, Accuracy: 531/1772 (29.00%)

Training Progress: 	Epoch 63 [0/8883 (0.00%)]		Loss: 0.52672
Training Progress: 	Epoch 63 [320/8883 (3.60%)]		Loss: 0.57113
Training Progress: 	Epoch 63 [640/8883 (7.19%)]		Loss: 0.60512
Training Progress: 	Epoch 63 [960/8883 (10.79%)]		Loss: 0.54048
Training Progress: 	Epoch 63 [1280/8883 (14.39%)]		Loss: 0.60121
Training Progress: 	Epoch 63 [1600/8883 (17.99%)]		Loss: 0.49942
Training Progress: 	Epoch 63 [1920/8883 (21.58%)]		Loss: 0.57680
Training Progress: 	Epoch 63 [2240/8883 (25.18%)]		Loss: 0.52347
Training Progress: 	Epoch 63 [2560/8883 (28.78%)]		Loss: 0.65347
Training Progress: 	Epoch 63 [2880/8883 (32.37%)]		Loss: 0.58507
Training Progress: 	Epoch 63 [3200/8883 (35.97%)]		Loss: 0.71572
Training Progress: 	Epoch 63 [3520/8883 (39.57%)]		Loss: 0.63470
Training Progress: 	Epoch 63 [3840/8883 (43.17%)]		Loss: 1.01461
Training Progress: 	Epoch 63 [4160/8883 (46.76%)]		Loss: 0.46155
Training Progress: 	Epoch 63 [4480/8883 (50.36%)]		Loss: 0.55191
Training Progress: 	Epoch 63 [4800/8883 (53.96%)]		Loss: 0.61886
Training Progress: 	Epoch 63 [5120/8883 (57.55%)]		Loss: 0.58337
Training Progress: 	Epoch 63 [5440/8883 (61.15%)]		Loss: 0.55925
Training Progress: 	Epoch 63 [5760/8883 (64.75%)]		Loss: 0.51432
Training Progress: 	Epoch 63 [6080/8883 (68.35%)]		Loss: 0.43146
Training Progress: 	Epoch 63 [6400/8883 (71.94%)]		Loss: 0.52867
Training Progress: 	Epoch 63 [6720/8883 (75.54%)]		Loss: 0.54313
Training Progress: 	Epoch 63 [7040/8883 (79.14%)]		Loss: 0.56140
Training Progress: 	Epoch 63 [7360/8883 (82.73%)]		Loss: 0.53043
